[[0:03 | t=3]] [музыка] F [музыка]
[[2:11:35 | t=7895]] что у нас есть триггеры, которые позволяют этого избежать. Ээ есть люди, и это была моя болезнь, в том числе, когда ты там: "А, классно, давайте я возьму 100 задач. Я беру 100 задач, пока мы ещё не договорились, что можно взять всего там условно шесть баллов, да, и, естественно, все эти задачи к концу спринта выполнить не успевали. Дай бог, заодно взялся. В конечном итоге это может приводить к недостатку ресурсов и усталости команды. Важно понимать, что
[[2:12:06 | t=7926]] при внедрении этой системы ээ эта методология покажет любые точки неустойчивости системы и там точно будет пожар. Ну то есть если у вас плохая мотивация сотрудников в том, чтобы участвовать во всём этом, то это приведёт к потере сотрудников. У нас такие кейсы были. Избыточная мотивация, когда человек сильно загорается этой идеей и нету каких-то останавливающих факторов, он набирает, набирает задачи, в итоге он выгорает, теряем сотрудника. Такое тоже было. Плохие бизнес-процессы,
[[2:12:36 | t=7956]] демотивация по задачам, всё это начинает тормозить работу и в итоге, ну, приводит к печальным последствиям. В том числе все просто начинают понимать, что эта система бесконтрольно не работает. Э, а когда происходит вообще в целом плохой контроль, то есть часть сотрудников классно двигается по спринту, а часть нет, потому что там их хуже, например, контролирует или ещё что-то, то, собственно, заряженные сотрудники начинают демотивироваться, и в конечном итоге получается тоже весьма неприятная ситуация. А важно в проекте обязательно должен
[[2:13:07 | t=7987]] быть ментор или носитель методологии, который понимает, как вот с этим всем работать, как ставится задача, как описывается результат, что мы должны получить в результате и так далее. А если вы внедряете это жёстко, то вы должны быть готовы к тому, что часть команды это не примет. А и здесь вы уже сами для себя должны понять, ээ нужно ли вам продавливать эту историю или или нет. А если у вас регулярно появляются новички в команде, то
[[2:13:38 | t=8018]] настоятельно рекомендую вот доску команды, которую мы обсуждали в начале, имеет смысл регулярно актуаризировать на личные цели, потому что даже вот в процессе жизненного цикла каждый сотрудник эти цели у него меняются. И если мы их пропускаем из вида, то, к сожалению, как бы это тоже может привести к демотивации. Если команда чувствует, что вы взяли это на тест, то, скорее всего, ничего не получится, эта история не взлетит и к нужному результату не приведёт. То же
[[2:14:08 | t=8048]] самое касается встреч по спринтам. Их нельзя переносить, потому что это должна быть система. Всё, что не системно, не будет работать. Каждого новичка, естественно, нужно погружать в эту среду, и нужно его заряжать этой идеей, иначе он будет чувствовать себя просто отколотым от всего происходящего. А совет по внедрению. Если хотите просто попробовать, не беритесь, это точно будет печальный опыт. Как я уже говорил, встречи должны быть, даже если это очень лень. И самое главное правило, которое должно прижиться в команде, что часть
[[2:14:39 | t=8079]] команды - это часть корабля. Аа если кто-то один зафакапил задачу по сбору семантики, то все остальные зафакапили задачу по запуску рекламной кампании в рамках этого спринта. Это результат команды, поэтому здесь должна быть именно командная работа. Коллеги, у меня на этом всё. Я был рад поделиться с вами этим опытом. Если вам этот инструмент показался любопытным, интересным для того, чтобы его изучить
[[2:15:09 | t=8109]] поподробнее, я готов вам отдать бесплатно совершенно карту в мира. Эм, напишите мне в телегу слово Витамин, я отправлю вам ссылочку, вы скопируете себе эту карту и, собственно, разберётесь. Там специально для вас, э, каждый блок снабжён дополнительными подсказками или советами, которые помогут вам просто передвигаться по этой карте. Ну а если у вас просто возникнут какие-то вопросы, как правильно работать с тем или иным этапом, пишите мне в личку. Можем провести короткий митинг. Я
[[2:15:39 | t=8139]] покажу на нашем опыте, как это работает. Спасибо вам большое. Буду рад ответить на ваши вопросы. >> Сергей, спасибо тебе. Я люблю фундаментальные штуки. Как я ты, наверное, уже заметил, было клёво, было подробно. А, слушай, к вопросам пойдём. А, спрашивает у нас Диана. Диана говорит: "Это что-то на идеальном. Неужели это правда работает?" >> А-а, у нас в агентстве есть два мнения: ээ, моё и неправильное. Ну ладно, не так, не так. А, действительно, у нас
[[2:16:09 | t=8169]] есть двойной опыт внедрения этих карт. Я пошёл по, что называется, фундаментальной части. У нас это заработало. У нас это заработало, за исключением того, что мы дорожную карту переверстали и начали её делать по месяцам. Изначально как раз на идеальном она была по дням. Это был тихий ужас, потому что если ты зафакапил одну задачу, ты всю остальную карту на 12 месяцев начинаешь по задачно переносить. Ну это как бы бред полнейший, конечно же. А заработало ли это? Да. А почему это заработало? Потому что это было
[[2:16:40 | t=8200]] системно. Потому что команда поверила. команда приняла ту, э, ту, э, да, ту вот большую идею, к которой мы шли, и поэтому это заработала. В конечном итоге за там 2-3 года у нас поменялась часть состава команды. К сожалению, э это ну как бы органически просто так происходит. Ээ часть состава действительно из акселерации выпала. А в конечном итоге были ситуации, при
[[2:17:10 | t=8230]] котором команда получала недостаток ресурсов из-за того, что акселерация пушила, в том числе получение новых проектов. Новые проекты, соответственно, отнимали время и вот акселерация начинала тормозить. И нам, да, пришлось её на некоторое время приостановить, но как система это работает. Ээ клянусь. Диана вот просто как раз пишет, что, ну, уточняет скорее, что она это спрашивает как демитивированный в прошлом сотруднике, что после того, как в компании что-то такое внедрялось, она стала фрилансером. Наверное, отсюда и вопрос возник. >> А, да, здесь на самом деле на самом
[[2:17:42 | t=8262]] деле, наверное, сильно зависит от того, приняли ли вы цель. Ну, то есть если вы пришли заниматься проектной работой и только, и для вас это является личной целью, да, которую вот, собственно, вы вначале могли обсудить вот на подготовке первой доске, это о'кей. Ну, как бы вы не готовы участвовать в развитии направления или там развивать продукт. Это вполне себе нормальная история. Вы можете остаться в проектном подразделении. Если вы зажглись идеи и готовы в этом участвовать, то вы входите
[[2:18:12 | t=8292]] в команду и, пожалуйста, мы все двигаемся. Если вас это демотивирует, опять же, вы спокойно говорите об этом на ретро. Мы пытаемся выявить, почему это происходит. Либо там в рамках команды, либо в рамках личных переговоров, чтобы понять, почему так случилось. Поэтому тут как бы Угу. Ну, опять же, у вас тут диалог через меня передающийся, который я чат читаю, а Диана говорит, что руководитель решил попробовать, и было, короче, негативный опыт, и поэтому система много раз менялась и все разошлись, но она собралась тебе в личку идти, уточнять
[[2:18:43 | t=8323]] нюансы. Это, наверное, правильно. Да. >> Так, что ещё по вопросам? Анастасия спрашивает: "Где твой Telegram-канал взять?" Подскажу я. Он на слайде текстом прописан. Не ссылочка, к сожалению, но вот вот так вот его тоже мо >> А, извините. >> Да, ничего страшного. Здесь это вполне себе о'кей. Говорят, что сделать титанический труд благодарят. В целом, как бы благодарность присоединяюсь, это правда круто. Окер и вот это вот всё дальше. Разбивка - это вообще то, к чему я очень тоже давно хочу прийти. Мне как рук не хватает. Это прямо сильная штука. Так, ну, в общем и целом, будто бы остальная только благодарность вопросов.
[[2:19:14 | t=8354]] Я, по крайней мере, больше не вижу, поэтому круто. Очень позитивно воспринят твой доклад, я считаю. >> Спасибо. >> Стучитесь в личку. С удовольствием отвечу на ваши вопросы, если они возникнут ещё. >> Я теперь тоже хочу эту карту. Я сам тебя тоже приду. >> Без проблем. >> Запрашивай. >> Всё, Сергей, спасибо тебе большое. >> Спасибо. >> Рад был тебя видеть. Всё, пока-пока. >> Взаимно. Всего доброго. >> Так, друзья, нам нужно немножечко взбодриться, ибо нас ждёт наш последний докладчик. Я приглашаю в нашу вебинарошную а Дарью Мясину,
[[2:19:45 | t=8385]] руководителя клиентского сервиса сервиса Валблор. >> Привет, Егор. >> Привет всем. Привет, я ушёл. >> Всё хорошо. До встречи. Спасибо коллегам, что пригласили сегодня. Спасибо всем слушателям, кто сегодня присоединился и кто дождался до конца, до моего доклада. А меня зовут Даря Мясина. Я уже больше 8 лет занимаюсь инфлюнс-маркетингом. На данный момент я являюсь руководителем отдела клиентского сервиса платформы Wbloger. А Wblogger -
[[2:20:18 | t=8418]] это умная сервис-платформа, которая позволяет рекламодателям, брендам автоматизировать инфлюнс-маркетинг в режиме одного окна от фильтрации подбора блогеров до маркировки рекламы и отчётности по ней. А, и сегодня мы с вами поговорим о том, как сделать работу с блогерами не спонтанной, не разовой историей, а частью системного маркетингового планирования. И по долгу службы мне часто приходится работать с крупными,
[[2:20:48 | t=8448]] средними брендами. И я вижу, что даже те, кто уже активно использует inнфлюнс инструменты, а отрицать их в 2025 году точно нельзя, а всё ещё часто воспринимают их как нечто отдельное, нечто находящееся в вакууме, да, от общеймаркетинговой системы. Что-то вроде вот таких фраз мы слышим от клиентов: "Давайте запустим сторис у блогеров на этой неделе или там на две следующие недели мы не заложили бюджет на блогеров". И при этом нет ни привязки к
[[2:21:18 | t=8478]] другим каналам. ни какой-то стратегической логики, ни зачастую даже реалистичных сроков. И часто ситуация усложняется долгими согласованиями. И получается, а что flйт растягивается, сроки сдвигаются и иногда даже теряет актуальность это продвижение. То есть мы и с таким сталкивались. Поэтому сегодня я хочу поговорить о том, как встроить инфлюнс-маркетинг в медиаплан и годовой календарь бренда. А, и сделать это так,
[[2:21:48 | t=8508]] чтобы это было осознанно, эффективно и приносило реальную ценность. Аа почему же инфлюнс-маркетинг требует предварительного планирования? Ну и начну, на самом деле, я с такой простой, наверное, вещи, но очень важной. А инфлюнсмаркетинг, если мы не говорим про посевы в Telegram-каналах, да, когда мы сеем там одинаковые посты в большом количестве тематических каких-то неавторских каналах, то это канал, который по сути не терпит суеты. Это
[[2:22:20 | t=8540]] канал, который требует времени. И дело не только в коммуникации с блогерами, да, не только в переговорах, хотя и они, конечно, 100% занимают много времени. Но чтобы запустить вообще компанию с блогерами, вам нужно провести анализ целевой аудитории, а подобрать релевантных инфлюсеров, провести коммуникацию, утвердить сценарий, подачи, оферы, условия, креативы, организовать логистику, если вы, например, отправляете товар, да, блогерам, а получить контент, утвердить
[[2:22:51 | t=8571]] его, промаркировать, дождаться публикации, а собрать все полученные метрики, аналитику, статистику, блогеров, подготовить какую-то отчётность, да, и отчитаться, конечно, по маркировке. И на всё это уходит в среднем, ну, примерно от двух до 6 недель. А если мы говорим не про разовые какие-то интеграции, да, а про, например, какой-то спецпроект или сложную какую-то механику, коллаборацию, там, вывод нового продукта, а где инфлюнс 100% должен идти вместе с
[[2:23:22 | t=8602]] другими маркетинговыми инструментами в связке, то это может вообще занимать там до 2-3 месяцев. И вот, например, у нас есть клиент, а, сезонный продукт такой чисто к новому году. И рекламная кампания у нас длится меньше 2 недель. На самом деле она длится где-то неделю 10 дней, вот конец декабря. Но готовиться мы начинаем к ней заранее. Вот сейчас уже где-то в начале октября мы начали это делать для того, чтобы в компанию попали блогеры не по остаточному принципу, а мы могли действительно выбрать наиболее релевантных и эффективных.
[[2:23:53 | t=8633]] Поэтому, если вы хотите, чтобы инфлюнс компании были эффективными, они должны быть частью заранее спланированного маркетингового цикла. А потому что иначе вы рискуете попасть в ситуации, где нужные блогеры уже заняты, контент не успевает выйти, аудитория не прогрета, возможно, конкуренты там уже, да, раньше вас всё успели сделать у этих блогеров, нужных вам, а бюджет, по сути, вы потратили впустую. Вот. А значит,
[[2:24:23 | t=8663]] идём дальше. Блогеры как полноценный элемент медиаплана, да, очень часто инфлюнсмаркетинг до сих пор живёт вот где-то на подхвате. Честно, на мой взгляд, это, ну, неактуальный и устаревший подход. Я говорю про те ниши, где действительно продвижение через блогеров абсолютно уместно. Поэтому вот такой подход, он, ну, не должен применяться в двадцать пятом году уж, тем более в двадцать шестом году, потому что основные каналы, там, Digital Performance, какие-то SMM, всё уже расписано у вас, скорее всего,
[[2:24:53 | t=8693]] по кварталам, по бюджетам, по задачам, да? А блогеры где-то в конце. Ну, давайте там сделаем пост или давайте дадим какую-то сторис под мероприятие или под распродажу. Вот это стратегическая ошибка, которая мешает брендам раскрыть реальный потенциал инфлюсера. И потом мы получаем, а, такие сложившиеся стереотипы в умах рекламодателей о том, что инфлюнс не работает. Вот. Давайте честно, блогеры - это не просто инструмент охваты, да? Это канал,
[[2:25:23 | t=8723]] который работает на доверие, на формирование контекста вокруг бренда и на эффект социального доказательства. А того самого, когда потребитель видит, что меня окружают люди, которые пользуются этим продуктом, значит, он мне тоже подойдёт. Ну, в общем-то, как и работает, в принципе, да, инфлюнс-маркетинг. Люди доверяют людям, а не реклам не рекламе. Вот поэтому influенсмаркетинг закрывает сразу несколько ключевых задач в рамках общей
[[2:25:54 | t=8754]] коммуникационной стратегии. Это узнаваемость и внимания. И здесь мы с вами, конечно, в первую очередь работаем с охватными блогерами, аа с селебрити, с громкими именами и которые гарантированно привлекут внимание вашей аудитории. Следующая задача - это продажа и трафик. Это зона наших любимых микро и наноинфлюенсеров, у которых уровень доверия аудитории просто зашкаливает. У них лояльная и вовлечённая аудитория. Они не просто
[[2:26:24 | t=8784]] говорят, их аудитория им очень сильно доверяет. И такие блогеры конвертируют, конечно, там в 90% случаев лучше, чем крупные и миллионники. И эмоциональная вовлечённость, да, через inнфлюнс можно запускать челленджи, можно собирать пользовательский контент, UGC контент, а создавать ощущение присутствия бренда в жизни реальных людей. И это намного ценнее, чем просто там пробежаться каким-то баннером полететь.
[[2:26:56 | t=8816]] И когда мы говорим о медиапланировании, блогеры должны стоять в связке, должны стоять в одной таблице с остальными каналами. Они должны участвовать в той же самой логике построения воронки продаж и коммуникаций. Если вы планируете бренд-компанию, да, блогеры могут быть той самой точкой входа, от которой начинается эмоциональный контакт. Если же вы делаете перформанс, то блогеры становятся последней живой точкой убеждения перед
[[2:27:26 | t=8846]] кликом. Если вы строите, например, имидж, блогеры становятся голосом, через который бренд звучит. И отдельно стоит отметить растущий спрос на формат так называемых контент-заводов. Я думаю, что многие в курсе, да, про, наверное, про пример войс, который сразу всплывает в головах, когда блогеров привлекают, там есть разные механики, но в целом, когда блогеров привлекают не только как канал распространения, но и как источник продакшена, это фотоматериалы,
[[2:27:57 | t=8877]] видеоматериалы, там могут быть рилсы сториies, которые бренд затем может использовать в других каналах. Вот. И, конечно, такой подход, он тоже требует отдельной проработки и должен быть частью медиаплана, а не каким-то побочным эффектом компании. То есть не получится так, что вы за неделю там, да, сворганите то же самое, что получилось у уйс. Поэтому важно понять, что а инфлюнс-маркетинг он не должен быть довес. Это не м факультатив, это не
[[2:28:27 | t=8907]] опция в конце стратегии, это канал, который работает на стратегические цели. И он должен быть спланирован также, также чётко, как там Target, ээ, Ailрасылки, какие-то оффлайн ваши мероприятия. И вот когда блогеры включены в медиаплан осознанно, когда их подбирают под конкретную задачу, когда учитывают Ton of voice, когда учитывают целевую аудиторию, формат подачи, только тогда это даёт эффект, ну, ожидаемый эффект. И
[[2:28:58 | t=8938]] мы перестаём делать размещение просто для галочки, потому что размещение для галочки - это не результат, а а медиаплан с инфлюенсом - это про результат, про достижение каких-то поставленных KPI и про долгосрочную работу с восприятием бренда. Давайте перейдём к годовому планированию инфлюнс компаний. Аа вот вопрос, да, как influence включить в годовой календарь? Аэ, потому что
[[2:29:30 | t=8970]] если вы задаётесь этим вопросом, да, если вы планируете свои маркетинговые активности по этой части хотя бы на квартал, а уж тем более, если на полгода или на год вперёд, то ты то вы уже в сильной позиции находитесь. Почему? Потому что инфлюнс-маркетинг, в отличие от перфоманса, не запускается по кнопке, да? Это канал по в котором по-настоящему хорошей компании происходит не за счёт чуда. Такое тоже может быть. Сразу скажу, но скорее это всё-таки исключение из правил, да, они происходят за счёт
[[2:30:02 | t=9002]] системы. И что важно учитывать при планировании? Во-первых, это сезонность. А большинство ниш в инфлюс-маркетинге чётко завязаны на календарь. Не все, конечно, но многие, да. И, например, если мы возьмём там ZОЖ фитнес - это может быть январь, март-сентябрь. Если это бьюти, то, конечно, это весна, это 8 марта, это лето. Если это ритейл, то это, возможно, ноябрь-декабрь, да, у мамских блогеров какие-то товары, которые могут иметь отношение к школе, вы отлично будете продвигать в августе, в сентябре. Если
[[2:30:33 | t=9033]] это образование, то чаще всего это май-сентябрь. И если вы заранее понимаете, где у вас ключевые точки, то под них можно выстраивать, а, простраивать инфлюнсворонку. Сначала разогрев, а потом основной запуск, потом поддержка или повторный выход. Во-вторых, это форматирование бюджета. Если у вас есть видение года, вы можете заранее распределить, на что пойдут бюджеты. Если а у вас ещё отдельные какие-то, да,
[[2:31:04 | t=9064]] допустим, вы на аутсорс это отдаёте или вы знаете, что у вас это будут отдельные статьи расходов, то, допустим, сколько на размещение, сколько на продакшн, сколько на логистику, опять же, если нужна отправка, сколько на подарки, если они подразумеваются. А и не забываем, да, про регистрацию рекламы, аналитику, там, отчётность, которая сегодня становится обязательно частью процесса. Скажу сразу, чтолблогер все заложены в цену блогера, то есть у нас отдельных каких-то скрытых комиссий нет. И в-третьих - это выстраивание динамики. Inнфлюнс даёт лучший эффект,
[[2:31:35 | t=9095]] когда он работает не вспышкой, а ритмично. То есть, например, опять же привожу просто пример, это не какая-то универсальная формула, ни в коем случае. Например, вовлекающий контент с микроблогерами, да, какой-то такой мягкий вход в год, много очень разговоров, скорее всего, немного продаж. Затем март - это может быть масштабная компания с экспертами и спецпроекты под запуск, например, нового продукта. В июне какая-нибудь имиджевая интеграция, аа расслабленный сезон, но важный, допустим, да, для того, чтобы бренд
[[2:32:05 | t=9125]] присутствовал в в пространстве. Ну и в сентябре, например, активный перезапуск после лета с фокусом на лидеров мнений и доверие. И именно так мы выстраиваем вот этот кумулятивный эффект. Да, с каждой компанией аудитория нас запоминает лучше. С каждым блогером формируется более прочная ассоциация с брендом. И здесь важно поменя понимать, что рынок меняется. Я напомню, что с 1 сентября двадцать пятого года реклама в
[[2:32:35 | t=9155]] уже и так запрещённом Instagram, да, официально запрещена на территории Российской Федерации. И это означает, что планировать работу только в одной из соцсетей больше нельзя. На самом деле давно уже нельзя, мы давно про это говорим, но сейчас вот прямо совсем табу. Бренды, которые это не предусмотрели заранее, они, конечно, теряют бюджеты, а, и точки выхода к целевой аудитории к своей. Поэтому сегодня это уже не просто тренд, да? Это реальность, диверсификация между каналами. Telegram, YouTube, ВК, Цен,
[[2:33:07 | t=9187]] подкасты, возможно, TikTok, кто-то идёт в Одноклассники, всё это должно учитываться в годовом медиаплане. И не просто как ещё одна точка выхода, а как отдельные стратегии под каждую платформу. Ну, то есть условно вы не можете, да, такую же стратегию, как у вас в Телеграме, взять и просто перенести в TikTok. В любом случае вам нужно это всё адаптировать. И понятно, тоже нужно отталкиваться и от продукта, и от ваших целей, задачей, от специфики, и от ваших бюджетов. Потому что, конечно, если у вас небольшие бюджеты, нет смысла распыляться на все абсолютно
[[2:33:39 | t=9219]] платформы, но выделять какой-то маленький, там 20%, например, бюджета на что-то новое 100% 100% нужно. А-а так. Мм, кроме того, мы а видим рост. Я уже об этом сказала, да, интересы к контенту, произведённому блогерами, а не только для размещения, но и для вторичного использования, допустим, для маркетплейсов, опять же, для каких-то имеil-рассылок, для ваших сайтов. И это требует дополнительного времени на согласование прав, форматов,
[[2:34:11 | t=9251]] условий сотрудничества и так далее. И если вы работаете по годовому плану, а у вас есть возможность всё это заложить и проработать заранее, а не пытаться встроить задним числом, а, в спешки там вашу вот новую какую-то идею, да. Таким образом, годовое планирование позволяет не просто запускать разовые компании, а выстраивать системную инфлюнс-стратегию с учётом новых рисков, новых законов,
[[2:34:41 | t=9281]] новых формато форматов и меняющегося ландшафта платформ. Идём с вами дальше. Аа следующий важный момент, без которого ни одна крупная инфлюнс-стратегия не будет работать по-настоящему эффективно, это синхронизация с другими маркетинговыми каналами. Потому что инфлюнсмаркетинг, как я уже сказала в самом начале - это не какая-то отдельная сущность, которая находится в вакууме, да, и он не должен прыгать в медиаполе,
[[2:35:11 | t=9311]] не соотносясь никаким образом с другими вашими активностями. Что это значит? А на практике, допустим, у вас идёт, э, рекламная кампания, вы запускаете какую-то акцию, запускаете распродажу или, допустим, выходите с новым продуктом на рынок и под эту компанию вы настраиваете рассылки, да, там производите сегментацию, таргетинг, возможно, там запускаете контекстную рекламу. А всё это мощный поток, да, но
[[2:35:41 | t=9341]] если вы подключаете к нему блогеров, они становятся не отдельной активностью, а мощным связующим звеном. Аа я надеюсь, что даже те, кто раньше отрицал инфнец-маркетинг, сейчас уже этого не делают. Блогеры могут предварительно разогреть интерес, да, например, за 3-5 дней до основного запуска объяснить аудитории, зачем вообще обратить внимание нужно на ваш продукт, объяснить ваш офер, отработать возражение в таком уже более
[[2:36:13 | t=9373]] каком-то человечном, доверительном, да, формате. А они могут усилить послевкусие от компании через какие-то обзоры, через фидбэк, через сторителлинг. Например, вы выходите из сезонной акции в декабре, и в начале месяца запускаются блогеры, которые рассказывают об этом как о личной находки или как, например, о подарке, о каком-то интересном решении. И уже затем активируется банеры, имейлы, таргетинг и аудитория уже разогретая через живые лица, которым она
[[2:36:45 | t=9405]] доверяет. Она видит офер повторно и с большей вероятностью кликает. Вот это связка. И это полноценная воронка касаний. А может быть наоборот, опять же, да, это не какие-то универсальные формулы, на всякий случай подчёркиваю, вы начинаете с медийной волны, и через несколько дней блогеры подхватывают эту тему и делают её более личной и приближённой к жизни. Аа тут важно, что сценарий компании, он должен быть выстроен заранее, чтобы
[[2:37:15 | t=9435]] каждый канал, ну, это в идеале, знал свою роль и чтобы инфлюс-маркетинг не звучал как фоновый какой-то шум, а усиливал общее сообщение. Особенно важна синхронизация в спецпроектах, спецпроектах, в оффлайн каких-то ивентах, продуктовых коллаборациях. Здесь блогеры могут быть, а, анонсерами, они могут быть, а, участниками, да, допустим, если это оффлайн какое-то мероприятие, в реальном времени они могут снимать его, создавать
[[2:37:45 | t=9465]] UGC контент, они могут быть медианосителями постфакту. Также важный момент - это визуальная и смысловая связка. Если у вас идёт компания под единым ключевым сообщением, блогеры должны работать в этой же стилистике. А, но не копировать бренд, да, и я максимально не рекомендую ставить жёсткие рамки блогерам. Это BТ практик. А, но звучать с вами в унисон. То есть это должно быть общее позиционирование,
[[2:38:15 | t=9495]] единая тональность, оформление, возможно, да, если у вас подразумевается какой-то фирменный цвет или вам нужен логотип в кадре и ритм публикации, если вот вы ведёте какую-то волновую такую коммуникацию. А синхронизация, а это не, скажем так, по возможности, да, это обязательные условия, если вы хотите не просто размещение у блогеров, а реальный мультиканальный эффект. И когда инфлюнс-маркетинг становится встроенной частью стратегии,
